entity_id,entity_label,relation_id,Question
Q2290725,Sensible Software,P112,who are the founders of sensible software
Q3844143,Over the Hill to the Poorhouse,P162,who produced the film over the hill to the poorhouse
Q18835,Grey Plover,P171,what is a higher classification than black-bellied plover
Q1116527,Hostile Ambient Takeover,P136,What is the genre of the album hostile ambient takeover
Q328941,Clarksville,R19,what is the name of a person that was born in clarksville
Q100,Boston,R19,Who was born in boston
Q821235,Te Deum,P86,Who is the composer of the te deum album
Q5623437,Gwen Margolis,P21,what is gwen margolis gender
Q2552890,Beyond Castle Wolfenstein,P136,what types of video game is beyond castle wolfenstein
Q6141754,James R Ward,P607,in which major conflict did james r ward participate
Q7738000,The Great Who-Dood-It,P162,who produced the great who-dood-it
Q468033,Road to Perdition,P272,which production company is the film road to perdition a part of
Q1161636,That Certain Age,P136,what kind of film is that certain age
Q316873,Blutengel,P136,blutengel would be best described as what kind of music
Q720012,Brian Michael Bendis,P27,What is brian michael bendis nationality
Q3712307,Dmitry Davydov,P27,Where is dmitri anatolyevich davydov originally from
Q435857,Mary Wells,P509,what medical problem led to the death of mary wells
Q287122,Elisabetta Canalis,P19,what is elisabetta canalis' place of birth 
Q1263897,The Enemy Below,P57,Who directed the enemy below 
Q853545,Malice Mizer,P264,which label does malice mizer work for
Q953097,Roussan Camille,P27,Where is roussan camille from
Q5488197,Sedu Koskinen,P106,which profession is sedu koskinen known for
Q126269,Wolverhampton,R19,who is a famous person born in wolverhampton
Q3241543,Andy Warhol,P364,What language do the characters use in the movie andy warhol
Q3081853,Francisco Goldman,P19,which Massachusetts city was francisco goldman born in 
Q1064221,Charles E Nash,P21,is charles e nash male or female
Q1247762,Whitechapel,P495,which country released whitechapel
Q3711,Belgrade,R19,Name a person born in belgrade
Q5756542,High School Musical 2: Work This Out,P123,who published high school musical 2: work this out
Q7597706,Stan Jolley,P19,where was stan jolley born
Q4591657,John Archer Lejeune,P119,Where was john a lejeune buried
Q206901,amyotrophic lateral sclerosis,R509,Who is a notable person that died of amyotrophic lateral sclerosis
Q7573186,Spanish Dance Troupe,P136,which kind of rock music appears on spanish dance troupe
Q509635,Conrad A Nervig,R1040,what is a movie edited by conrad a nervig
Q16259736,LegendMUD,P287,who designed the legendmud videogame
Q4709,Barquisimeto,R19,what venezuelan footballer was born in barquisimeto
Q2555492,Ultra-Humanite,P170,who created the character ultra-humanite
Q218,Romania,R19,Who was the scientist born in romania
Q448503,Alvaro Mancori,P19,what city in italy was alvaro mancori born in
Q101505,Deep Purple,P264,Which label signed the artist deep purple
Q2719821,Milagro,P136,what sort of music is milagro
Q65683,Carl Neuberg,P19,What german city was the place of birth of carl neuberg
Q7262034,Tony Camazzola,P19,where was  tony camazzola born
Q1046768,musica popular brasileira,R136,what is a brazilian popular music album
Q1145394,Wild Tales,P175,Which artist released the album wild tales
Q5136873,Clyde Beck,P21,what gender is clyde beck
Q983782,Soren Petersen,P19,what is the location of  soren petersen birth
Q48950,Rotherham United FC,P641,what type of sports does rotherham united fc play
Q7632610,Succession,P179,what show is succession an episode of
Q3090354,Michel Etcheverry,P20,Where was michel etcheverry place of death
Q1550383,Ozric Tentacles,R175,what is the name of an album by ozric tentacles
Q7820556,Tomas Bagi,P19,tomas bagi was born in which city in Slovakia
Q249141,Crystal Waters,P136,what kind of music does crystal waters sing
Q4800083,Arthur Ray Hawkins,P21,what is arthur ray hawkins gender
Q6270769,Jon Gjerde,P21,What is jon gjerde gender
Q193592,midfielder,R413,what player plays midfielder
Q558844,Jeff Chandler,P119,where is jeff chandler buried 
Q6581097,male,R21,Name a character of the male gender
Q3950346,Sarah Rice,P27,which country gives sarah rice her nationality
Q7417266,Sandy Griffin,P20,where was sandy griffin place of death
Q1070880,Cheung Sai Ho,P19,Where in Asia was cheung sai ho born
Q144154,1812 Gilgamesh,P31,What type of celestial body is 1812 gilgamesh
Q6690940,Love Letters,P136,what kind of film is love letters
Q11669733,Kentaro Takasaki,P106,which profession does kentaro takasaki have
Q1868796,Cavedweller,P86,Who did the music for cavedweller
Q6675036,Look Out,P136,what style of music is look out
Q507428,Stephens Island Wren,P105,what rank is the organism classification stephens island wren
Q7052764,Norman S Hall,P19,which city was norman s hall born 
Q270830,Concha Piquer,P20,where did concha piquer  pass away
Q628608,Uncle Sam,P21,What is the gender of the fictional character uncle sam
Q907767,Doctor Strange,P21,What gender is doctor strange
Q216364,Epic Records,R264,what is the artist on the label epic records
Q935647,Theodore Samuel Motzkin,P19,what is the place of birth of theodore motzkin
Q4727362,Alita Roman,P19,In which country was alita roman birthed
Q2267837,Blumea,P171,which classification is blumea
Q561835,Armand Gatti,P21,what is armand gatti gender
Q17074398,Monica,P495,which country released monica
Q7732397,The Escape Artist,P364,what language is the escape artist in
Q710145,8800 Brophy,P31,What type of celestial body is (8800) 1981 eb26
Q2701502,Ibrahim Al-Ghanim,P19,where was ibrahim al-ghanim born
Q6182838,Jerome McDougle,P19,Where was jerome mcdougle born
Q2643509,Indian Americans,R172,who is a famous indian american
Q1375814,Larry Heard,P264,What label is larry heard signed under
Q5485969,Frank Cornish Jr,P19,where was frank cornish jr born
Q16958072,Nine Reasons to Say Goodbye,P136,what style of rock music is played in the nine reasons to say goodbye album 
Q5405519,The Sentimental Engine Slayer,P58,Who wrote the film the sentimental engine slayer
Q772265,Ed Jones,P21,What is ed jones gender
Q7405066,Sally Belfrage,P19,Where in los angeles was sally belfrage born
Q539074,Herman Saftleven,P19,Where was herman saftleven born
Q193592,midfielder,R413,what player plays midfielder
Q4984760,Vera Vitali,P27,What is Vera Vitali nationality
Q587036,Enchantress,P170,who created the enchantress (marvel comics) character
Q1619885,Lost Horizon,P58,who wrote the film lost horizon
Q1151027,Eugenio Recuenco,P21,which gender is eugenio recuenco
Q7500475,Shoot-Out at Medicine Bend,P495,Which country made the film shoot-out at medicine bend
Q318076,Abdul Kerim Pasha,P27,what is the nationality of abdul kerim pasha
Q60917,Barbara Sukowa,P27,Where in europe is barbara sukowa from
Q7407308,Sam Chapman,P20,what city and state did sam chapman die in
Q683391,Paul Monnier,P20,where was paul monnier death
Q320588,Close Encounters of the Third Kind,P1040,who was the editor for the film close encounters of the third kind
Q3612973,Black & Blue,P136,"What genre of book is ""Black & Blue"""
Q6574,UTC+-00:00,R421,what location is in the time zone utc+-00:00
Q11425,animation,R136,What is the name of an animation tv program
Q984367,Jalen Rose,P413,what position did basketball player jalen rose play
Q595460,PPG Paints Arena,R115,what team plays at the consol energy center
Q14946791,Haoui Montaug,P21,what type of gender is haoui montaug
Q3283030,Voices of Transgression - A 90s Retrospective,P175,Waht is the name of a band that poduced voices of transgression: a 90s retrospective album
Q842256,musical film,R136,Whats the name of a musical film
Q4383668,Earthbeat,P175,Which artist recorded earthbeat
Q217531,STS-115,P1029,who participated in sts-115 space mission
Q1195379,The Man Who Captured Eichmann,P58,who wrote the man who captured eichmann
Q2542754,Marked Woman,P272,which company produced marked woman
Q115587,Christian Gross,P413,what position does christian gross
Q782536,Emma Pollock,P106,what is the occupation of emma pollock
Q610738,Prince Maurice of Savoy,P140,what religion does prince maurice of savoy practice
Q3856196,Michael Jamtfall,P27,where is michael jamtfall from 
Q8062452,Yvonne Gonzalez Rogers,P27,Where is yvonne gonzalez rogers from
Q5880523,Holiday for Shoestrings,P495,Where was holiday for shoestrings released
Q4189720,Tak and the Power of Juju,P136,What is the genre of the game tak and the power of juju
Q1191,Maharashtra,R19,Who was born in maharashtra
Q5569971,Glitter in the Gutter,P136,what kind of rock music is on the album glitter in the gutter
Q967018,Holes,P495,what country  made the film holes
Q3990397,They Wait,P136,what kind of film is they wait
Q7717270,The Best of The Animals,P136,What genre is the album the best of the animals in
Q628951,Alain Berliner,P21,Which gender is alain berliner
Q738544,Shinya Tsukamoto,R57,what movies have shinya tsukamoto directed
Q669740,Gerard Jean-Juste,P20,where in florida was gerard jean-juste place of death
Q2434294,Tim Suhrstedt,R344,tim suhrstedt is a cinematographer involved in what movie
Q4174263,Darya Ekamasova,P27,Which country is daria ekamasova from
Q7762600,The Scoop,P364,What is the language of the film the scoop
Q3064461,Robin McKinley,P27,What country does robin mckinley claim nationality from
Q2712639,Blazing Angels: Squadrons of WWII,P404,what types of gameplay is used in blazing angels
Q12878603,Ketty Panou,P20,where city did ketty panou pass away
Q14899408,Tigers,P86,who made the music for white lies
Q1673322,Irene Zurkinden,P19,which city was irene zurkinden born
Q6768787,Mark McCracken,P19,Which city was mark mccracken born in
Q2347613,Life,P136,what type of music is found on the album life
Q6761423,Maria McCool,P27,what is maria mccool country if nationality
Q1070487,Herut,P112,who founded herut
Q590103,psychological thriller,R136,Which film is apart of the psychological thriller genre
Q3797250,I Just Want My Pants Back,P136,what genre classification is i just want my pants back
Q20048141,Leandro Sapucahy,P19,where was leandro sapucahy born
Q2084080,Marco Ivan Perez,P413,what position does marco ivan perez play
Q2849908,Anicet Eyenga,P27,what country does anicet eyenga declare nationality in
Q1058544,Sancho I of Portugal,P27,which country is sancho i of portugal from
Q157443,comedy film,R136,what is a comedy film
Q1361375,Mermaids,P58,Who wrote the story for the movie mermaids
Q31637,Jafar Panahi,R1040,what film did jafar panahi work on
Q6581097,male,R21,name a male character in the tv program Family Affairs
Q7953809,WOFX-FM,P1408,What city does wofx-fm broadcast to
Q672664,Black Rock Studio,R178,What is the name of a game developed by black rock studio
Q78822,Gottlieb Stephanie,P20,Which city did gottlieb stephanie die in
Q1248594,Resident Evil,P179,The game resident evil is a part of what series
Q6762859,Marie Hall Ets,P19,what city was marie hall ets born in
Q5229165,Dave Lebling,R287,What a game designed by dave lebling
Q512591,Edith Bliss,P136,what genre of music does edith bliss associate with 
Q270730,Casey Affleck,P106,What is the profession of casey affleck
Q183387,Columbia Records,R264,which artist records under columbia records
Q3071,punk rock,R136,what albums is punk rock produced by sydney
Q2757637,Keiko Terada,P27,what country is keiko terada from
Q2101271,Elise Boot,P19,in which area was elise boot born
Q8922991,Makhosonke Bhengu,P413,what positions has makhosonke bhengu played
Q2734367,Digimon World 4,P404,what types of gameplay is required of digimon world 4
Q968201,Matt Serra,P21,What is matt serra gender
Q3820605,LaMichael James,P106,what does he do
Q471542,Kishore Kumar,P136,what type of Indian popular music is performed by kishore kumar
Q156178,Leslie Howard,R57,which films have leslie howard been a director for
Q294365,Talal I of Jordan,P40,who is the child of talal of jordan 
Q77111,Friedrich Jeckeln,P607,What conflict did friedrich jeckeln partake in
Q1968812,Richard Gardner,P20,where did richard a gardner die
Q3635561,Reshma Aur Shera,P364,which language is reshma and shera released in
Q362,World War II,R607,who was a world war ii and a texas representative 
Q5056526,Cecily Tynan,P21,what is cecily tynan gender
Q188473,action film,R136,what is an action film
Q4719862,Alexander Pollock,P27,from which european country is alexander pollock from
Q612167,Anu Malik,R86,What motion picture did anu malik write music for
Q160558,Prince Arthur Duke of Connaught and Strathearn,R40,who is prince arthur duke of connaught and strathearn mother
Q1893631,Robert Mark Kamen,P21,what robert mark kamen gender
Q1284839,Edison,P136,what netflix genre is edison (film)
Q193592,midfielder,R413,what player plays midfielder position
Q540905,Jesus Lopez Pacheco,P27,What nationality is jesus lopez pacheco
Q82955,politician,R106,what the name of a french politician
Q5601877,Greek Revival Cottage,P149,which architectural style is greek revival cottage
Q3235423,Feelings,P495,where is the film feelings from
Q11399,rock music,R136,What is a rock music album
Q547137,Latin pop,R136,Which album is a latin pop album>
Q6579826,Pakorn Chatborirak,P106,What is pakorn chatborirak profession
Q3610918,Alf Lythgoe,P413,what position does alf lythgoe play in football
Q362,World War II,R607,which major participated in world war ii
Q1125771,Congo,P136,which kind of genre could the book congo be put in
Q1566200,Ioseb Chugoshvili,P19,where was ioseb chugoshvili born
Q58401,Shijiazhuang,R19,what Chinese footballer was born in shijiazhuang 
Q6716074,Rohit Shetty,R57,which film has rohit shetty worked on 
Q6780538,Mary Portas,P27,What country was mary portas born in
Q10307974,Jonas Torres,P27,what is jonas torres country of nationality
Q7749,rock and roll,R136,what is a rock and roll album
Q7990514,Whale Talk,P136,Which genre is the book whale talk from
Q7292419,Randy Scheunemann,P27,where is randy scheunemann country of origin
Q5387225,Eric Owens,P19,Where was eric owens born
Q661141,Brideshead Revisited,P136,What type of movie is brideshead revisited
Q5882621,Hollywood Capers,P364,which language is used in hollywood capers
Q467283,An American Werewolf in Paris,P495,What country does an american werewolf in paris originate from
Q6820103,Merrie Amsterburg,P1303,what instrument can merrie amsterburg play
Q580866,THQ,R123,what game did thq publish
Q354508,Sun Ra,R175,what is an album from the artist sun ra
Q6607,guitar,R1303,Name the Japanese guitarist of the band Dir En Grey
Q962836,Henri Duveyrier,P21,What is the sex of henri duveyrier
Q6116744,Jackiem Joyner,P136,Which genre of music does jackiem joyner play 
Q968205,Wayne Collett,P509,which illness killed wayne collett
Q7756044,The Parachute Club,P136,what kind of music is parachute club
Q559473,H T Cadbury-Brown,P20,what was the name of the place that henry thomas cadbury-brown died
Q263324,William Hanna,R57,Name a film directed by william hanna
Q5184978,Cricket Revolution,P404,what type of play mode does cricket revolution offer
Q1797770,L Bradford Prince,P21,What gender is l bradford prince
Q200092,horror film,R136,What is the title of a horror film
Q200092,horror film,R136,what is an example of a horror film
Q3023022,Denise Clair,P21,denise clair is not male because she is what
Q156291,Allegheny County,R131,Which city is located inside allegheny county
Q15977932,Bill Anderson,P20,What is bill anderson place of death
Q4777891,Q4777891,P27,Where is anurag dikshit from
Q2756584,So Alone,P175,who is the album so alone by
Q535890,Angelo Dolci,P19,Where was angelo dolci born
Q721360,Orvar Bergmark,P20,Where did orvar bergmark pass away
Q5082645,Charles Statham,P19,where was charles statham born
Q83270,hard rock,R136,Which album is a hard rock album
Q474264,Amos Kendall,P20,Where did amos kendall die
Q2294295,A Night Out,P495,in what country was a night out filmed 
Q2964733,Chris Herrmann,P19,Where was chris herrmann born
Q470252,Arlene Francis,P21,is arlene francis male or female
Q3959074,Shaman King: Funbari Spirits,P404,what gameplay mode is offered on shaman king: funbari spirits
Q12192,pneumonia,R509,who was a presidential bodyguard that died of pneumonia
Q4001040,Twilight,P175,Who produced the album twilight
Q3539042,Trick Pony,R175,what is an album from trick pony
Q1968839,Paul Weitz,R58,what a movie that paul weitz help write
Q1381825,John C Spencer,P106,What john c spencer profession
Q707968,Unheilig,P264,which album is produced by unheilig
Q7804508,Tim Wise,R50,what works have been written by tim wise
Q97397,Mareike Carriere,P27,which country is mareike carriere from
Q10556387,Legendo Entertainment AB,R178,what is a game by legendo
Q1018668,Wilton,R19,who was born in wilton
Q859014,Big Lake,P131,what county is big lake located in
Q548482,Fiumicello,P17,Which basin country is the river fiumicello in
Q7765949,The Spirit of the Age,P136,what kind of book is the spirit of the age
Q3320886,Monique Leyrac,P21,what is the gender of monique leyrac
Q153693,4348 Poulydamas,P397,What does 4348 poulydamas orbit
Q3489284,Sun,P136,what genre is the film sun
Q557472,Sammy Kershaw,P19,which city was sammy kershaw born
Q5574780,Go Get 'Em Hutch,P136,what is the genre of go get em hutch
Q16557,Dallas,R19,Name a person born in dallas texas
Q3238380,Life Support,P495,where is life support from
Q13479285,Still Life 2,P404,Which mode is still life 2 in
Q1054574,romance film,R136,what film is a romance film
Q859369,comedy drama,R136,Name a tv program in the comedy-drama genre
Q1285898,Edmund Earl of Rutland,P53,what family does edmund earl of rutland belong to
Q698226,Dutch East Indies campaign,P276,WHere did dutch east indies campaign take place
Q187655,Mostly Harmless,P50,who was the author of the work mostly harmless
Q65,Los Angeles,R19,what the name of a singer born in los angeles
Q888894,Bobsam Elejiko,P19,Where was bobsam elejiko born
Q610969,Antonio Granjo,P20,where did antonio granjo die
Q1065187,Kenan & Kel,P136,what genre was the tv program kenan and kel
Q505841,Henry County,P138,who is henry county named after
Q16856093,Charles Grayson,P19,Where was charles grayson born
Q10875144,Hou Baolin,P19,where was hou baolin born
Q902626,BraveStarr,P495,what is the country of origin for the show bravestarr
Q14045,Moby,P1303,what instrument did moby play
Q19338,Pelecaniformes,P105,What category does pelecaniformes belong to
Q62820,Heinrich Gustav Reichenbach,P19,Where was heinrich gustav reichenbach born
Q860626,romantic comedy,R136,What is the name of a romantic comedy
Q5172994,Corrin Brooks-Meade,P413,What position does the football player Corrin Brooks-Meade play
Q372582,Nissim de Camondo,P19,which city was nissim de camondo born in 
Q1361236,Eroica,P364,which language is spoken in eroica
Q4902390,Bi the Way,P136,What type of movie is bi the way
Q1056389,Cervantes,P495,where was cervantes filmed
Q1190357,10154 Tanuki,P196,which asteroid group is the asteroid 10154 tanuki found in
Q4974152,Bronwyn Studman,P413,which football position is bronwyn studman charged of 
Q10524798,Ruben Primo Iznardo,P413,what is ruben primo iznardo position in soccer
Q1572179,Pyotr Chardynin,P21,What is pyotr chardynin sex
Q501496,Andreas Oberg,P19,which city was andreas Oberg born
Q2728330,Francoise Brion,P19,What is the birthplace of francoise brion
Q1215958,Faster Pussycat Kill Kill,P364,Which language is faster pussycat kill kill filmed in
Q5096245,Chicken Hawks,P413,what position does chicken hawks play 
Q209639,Karim Massimov,P140,what religion does karim masimov practice
Q590,Luis de Camoes,R50,What work was written by luis de camoes
Q924595,Char Aznable,P21,whats char aznable biological sex
Q104127,Douglas Fairbanks,P20,Where did douglas fairbanks die
Q556078,Clarence Hobart,P19,where was clarence hobart given birth
Q3660324,Carmen Scarpitta,P20,What is the place of death of carmen scarpitta
Q2218022,Samuel Bough,P19,what city and country was samuel bough born in 
Q3823638,Josef de Mendoza y Rios,P19,which city did josef de mendoza y rios die
Q7462513,Shaji Kailas,R57,Name a film directed by shaji kailas
Q5257632,Denise Caruso,P21,What is the gender of denise caruso
Q3411120,Puyo Puyo~n,P404,What a gameplay mode in puyo puyo~n
Q6766341,Marjorie Tipping,P19,Where did marjorie tipping die
Q4964280,Brian Karscig,P1303,What instrument does brian karscig play
Q3244578,Singapore Standard Time,R421,What country uses singapore time
Q7678379,Taking the Flak,P136,What sort of show is taking the flak
Q237594,Anna Friel,P27,which country is anna friel from
Q1066858,Tiffany & Co,P138,who was tiffany & co named after
Q4706819,Alan Hargesheimer,P413,what position does alan hargesheimer play in baseball
Q49451,progressive rock,R136,what is an artist in the progressive rock genre
Q1084192,Power to the People,P136,is power to the people rock music or pop
Q546204,Preston Sturges,R58,Which film did preston sturges write for
Q187760,new wave,R136,whats an example of a new wave music album
Q7150765,Paul G,P21,What was paul g gender
Q1050571,catcher,R413,whats the name of a baseball player who is a  catcher
Q744336,Jan Gunnar Hoff,P1303,What is an instrument that jan gunnar hoff plays
Q3061320,Evan Goldberg,R58,to what film is evan goldberg a film story contributor
Q445767,Shari Arison,P21,what is  shari arisons gender
Q4521645,Jeffrey M Schwartz,P27,Where is jeffrey m schwartz from
Q2458127,American Music Club,R175,WHat an album from american music club
Q1170892,Azincourt,P50,Who wrote azincourt
Q1789919,Cristovam Buarque,P106,what is cristovam buarque profession
Q5306697,Dreams Come True,P495,Where is the film dreams come true from
Q431401,Jeff Healey,R175,what is the name of jeff healey album
Q51564,John Landis,P140,what is john landis' religion
Q405197,Loboc,R19,whats the name of a person born in  loboc bohol
Q26800,Arctic Tern,P105,what is the organism classification of arctic tern
Q3726695,Eoin Doyle,P413,What position does the football player eoin doyle play
Q3226892,Tap Roots,P364,what language is tap roots in
Q7288717,Ramadan Ragap,P27,what ethnic background is ramadan ragap 
Q172,Toronto,R19,who was born in toronto
Q663173,Velimir Naumovic,P413,what was velimir naumovic position as a football player
Q304729,Jozsef Asboth,P20,where in germany is jozsef asboth place of death
Q913243,Mankato,R19,Who was born in mankato
Q191527,Edward Cullen,P170,Who created the the character edward cullen
Q4761167,Andy Philpot,P21,What is the sex of andrew philpot
Q5568696,Glenn Boyer,P27,Which country is glenn boyer from
Q4665353,Abdul Hafeez,P20,where did abdul hafeez die
Q3346213,Viennese Nights,P364,what language is viennese nights in
Q6730172,Maggie Alderson,P27,where is maggie alderson from
Q6267300,Johnny Minick,P27,What nationality is Johnny Minick
Q2166559,Rosalind Cash,P27,Where is rosalind cash from
Q6114304,Jack Ness,P413,What baseball position does jack ness play
Q604285,Fuat Koprulu,P20,where was mehmet fuat koprulu born
Q2467218,Vladimir Kuzmichyov,P413,what position did vladimir kuzmichyov play in soccer
Q1985718,The Battle,P136,What type of film is the battle
Q463313,Romeo + Juliet,P57,Who directed romeo + juliet
Q3714583,Doug Ardito,P136,what type of music does doug ardito perform
Q7690553,Tatjana Medvecka,P27,what is tatjana medvecka nationality
Q6110174,Jabin Sambrano,P21,what is the gender of jabin sambrano
Q4767795,Annai Velankanni,P495,in which country was annai velankanni filmed
Q11554087,Kengo Kawanishi,P19,where was kengo kawanishi place of birth
Q150394,2940 Bacon,P397,what does the planet 2940 bacon orbit
Q128309,drum kit,R1303,which instrumentalist plays the drum kit
Q7299516,Raze Hell,P123,What company published razes hell game
Q545140,Peter II Duke of Brittany,P20,where did peter ii duke of brittany die
Q487119,Compton,R19,who was born in compton
Q2269835,Arena in Arles,P170,who is responsible for the art piece les arenes
Q4541823,(16776) 1996 VA8,P61,whodiscovered (16776) 1996 va8
Q11415883,Kan Mukai,R57,What is the name of a film that was directed by kan mukai
Q6205234,Joan Long,P21,Joan Long is male or female
Q7749971,The Man Who Saved the World,P495,is the man who saved the world from denmark or sweden 
Q677016,Anthony Fasano,P413,what position does anthony fasano play in football
Q1513926,Magic Boy,P495,what country is magic boy in 
Q6506442,LeRoy P Hunt,P21,what gender was leroy p hunt born as
Q226730,silent film,R136,what are some silent films
Q952550,Tod Slaughter,P20,Where did tod slaughter die
Q7117525,P S Veerappa,P27,Which country does p s veerappa have nationality in
Q7365980,Ronnie Scott Live Session,P136,what kind of music is featured in ronnie scott live session
Q317417,Ally McCoist,P413,what football position does ally mccoist play
Q1191718,Great Connection,P175,Who is the artist of the album great connection
Q222344,cinematographer,R106,who is a cinematographer
Q5671640,Amalia Sanchez Arino,P27,What country is amalia sanchez arino from
Q1535213,Shearjashub Bourne,P20,where did shearjashub bourne die
Q2056390,Kasumi Ninja,P136,what kinds of videogame is kasumi ninja
Q3099579,In Concert with the London Symphony Orchestra,P495,which country was the film in concert with the london symphony orchestra filmed in
Q848869,Brad Bellick,P21,what is the gender of the fictional character  brad bellick
Q103463,Diego Wallraff,P27,which country is diego wallraff from
Q3701949,Daniele Di Donato,P413,What position does daniele di donato play
Q439955,Michael Wolff,P40,Who is michael wolff son
Q3953564,Sean Denison,P21,What gender is sean denison
Q5237075,David Mallett,P1303,what instruments do david mallett play
Q6240832,John Insley Blair,P20,Where was john insley blair when he died
Q60,New York City,R19,who was born in new york city
Q236309,Dawn French,P27,Which country does dawn french have nationality in
Q2721706,Kalifa Cisse,P19,Where was kalifa cisse born
Q136592,Man of a Thousand Faces,P136,What is the genre of the film man of a thousand faces
Q389284,Aftermath Entertainment,R264,who an artist on the record label aftermath entertainment
Q130232,drama film,R136,what is a drama film
Q327810,Cecil Parkinson,P21,what is cecil parkinson gender
Q3536517,Tallapaka Annamacharya,P136,what type of music associated with the southern part of the Indian is performed by annamacharya
Q49191,Portsmouth,R19,Who was born in portsmouth
Q2633382,OutRun 2,P404,whats a mode that is offered in the game  outrun 2
Q720935,Geoff Courtnall,P21,what is geoff courtnall gender
Q5525632,Gary Muir,P21,What is gary muir gender
Q3071,punk rock,R136,An example of punk rock is what artist
Q183417,Chiron,R138,what was named after chiron 
Q278399,Ralph Abercromby,P21,What ralph abercromby gender
Q591752,Buchach Raion,P17,In which country is buchach raion located
Q7381710,Russell Olson,P27,What country is russell olson originally from
Q2668469,Manchester,R19,Who was born in manchester
Q1165956,STS-104,P1029,Who is an astronaut that went on the space mission sts-104
Q19998,Papercut,P86,who is the composer given credit for papercut
Q16251403,Hogan Alley,P58,Who wrote the film hogans alley
Q7490639,Shathra,P21,what is shathra gender
Q166663,Bonar Law,P19,where was bonar law  born
Q84,London,R19,What British writer/editor was born in london
Q1194689,Bandai Namco Entertainment,R123,What is a famous game that namco bandai games released 
Q1297,Chicago,R19,Name someone born in Chicago
Q7562372,Sons of the Oak,P50,who wrote the book sons of the oak
Q929707,Slim Aarons,P607,which war did slim aarons fight in
Q1217808,Switch,P495,What country is the tv series switch from
Q2907301,Brendan Smith,P21,what gender is brendan smith
Q1211339,David,P86,Who did the music for the film david
Q628099,association football manager,R106,who is the manager for a hungarian football team
Q5287154,Docabilly,P175,who was the singer that made the album docabilly
Q280658,forward,R413,Who is a football player that plays forward
Q179463,Sion Sono,P27,where in asia is sion sono country of nationality
Q710659,(8015) 1990 QT2,P65,What was the name of the discovery site for (8015) 1990 qt2
Q1197427,The Squid and the Whale,P272,which production company does the squid and the whale belong to
Q1297949,Egil Kapstad,P136,What type of music does egil kapstad make
Q7086629,Olga Maturana,P21,what is olga maturana gender
Q5678190,Hasan Jamil,P21,is hasan jamil a male or female
Q49085,African Americans,R172,whats the name of an african american sportswriter
Q2093460,Roscoe Henry Hillenkoetter,P119,where is roscoe h hillenkoetter buried 
Q3072796,Fire Emblem: Genealogy of the Holy War,P178,who developed the cvg fire emblem: seisen no keifu
Q594866,Anton Tomaz Linhart,P20,where did anton tomaz linhart die
Q14960,Brno,R19,Who was a person that was born in brno
Q16081732,Ted North,P27,what country is ted north from
Q3282637,film producer,R106,Name a film producer
Q4933124,Bob Lawson,P413,What baseball position did bob lawsonp play
Q1078039,John Tait Robertson,P19,what is the place of birth for john tait robertson
Q6152636,Jane Poynter,P27,which north american country is jane poynter from 
Q1092349,The Five Days,P57,Who directed the five days
Q17039276,Strange Fascination,P364,which language was spoken in strange fascination
Q130232,drama film,R136,what is a drama film
Q5134646,Clive Pearse,P19,what country was clive pearse given birth in
Q859369,comedy drama,R136,what is the name of a comedy-drama film
Q159818,Travnik,R19,who was born in travnik
Q887710,The Pirates of Dark Water,P495,What was the country of origin of the pirates of dark water
Q68467,Lake Champlain,P17,What is the basin country for lake champlain
Q6443504,Kumar Shri Duleepsinhji,P27,what country gives duleepsinhji his nationality
Q1018565,Smethwick,R19,Who is a notable figure from smethwick
Q280658,forward,R413,What is the name of a notable soccer forward
Q5344793,Edward Payson Van Duzee,P19,Where in the US was edward payson van duzee born
Q3415590,Don Quixote,P57,who directed the film adventures of don quixote
Q7150920,Paul Glover,P21,What is the gender of paul glover
Q313764,The Tin Drum,P495,what country is the film the tin drum filmed in
Q10471585,Helmut Dudek,P19,in which polish city was helmut dudek born
Q2038538,Stefan Iordache,P21,Was Stefan iordache a male or female
Q888189,Bob Plager,P19,Where was bob plager born
Q1624932,Hollywood Forever Cemetery,R119,who is a philanthropist buried in hollywood forever cemetery
Q109612,Thelonious Monk,P264,who is the record label of the artist thelonious monk
Q3809868,Jon Midttun Lie,P413,what position does jon midttun lie play in football
Q1568875,1986 World Series,P276,where did 1986 world series took place in
Q761519,Sinister,P1431,who was the executive producer of sinister
Q1340065,X-Men,P364,which language is spoken in x-men
Q361,World War I,R607,which politician was involved in world war i
Q1001942,Oakham,R19,Who was born in oakham
Q2164354,Seven Mile Bridge,P276,where is the seven mile bridge
Q5946635,Mohammad-Reza Davood-Nejad,P19,what is the birth place of mohammad-reza davoudnejad
Q180268,gospel music,R136,who sings gospel music
Q6123464,Jai Shiv Shankar,P364,What language is spoken in jai shiv shankar
Q16949302,Love Fungus,P136,what kind of music does love fungus play
Q841241,Limeira,R19,which brazilian actress was born in limeira
Q1165777,UK garage,R136,Name an artist from the uk garage scene
Q1048902,pitcher,R413,whats the name of a former baseball pitcher
Q7561411,Songs for Wandering Souls,P175,which artist released songs for wandering souls
Q6112380,Jack Evans,P20,Where did jack evans die
Q1047938,Guitar Hero III: Legends of Rock,P136,which genre is guitar hero iii under
Q2796607,Ikari Warriors,P178,who developed the computer game ikari warriors
Q7377616,Rudy Grant,P136,what type of music does rudy grant play
Q5522848,Gareth Grant,P19,where was  gareth grant born
