entity_id,entity_label,relation_id,Question
Q7810170,Tito Francona,P19,what city and state in the united states is tito francona from
Q5505452,From Laramie to London,P136,What film genre does from laramie to london fall under
Q33999,actor,R106,which south korean singer is also an actor
Q5196403,Custom Robo,P178,which video game company developed custom robo
Q193835,Good Will Hunting,P86,who made the music for good will hunting
Q273904,Natalie Press,P21,What is the gender of natalie press
Q513810,Tadeusz Browicz,R138,what macrophage was named after  tadeusz browicz
Q1137848,Every Little Thing,P136,What genre of artist is every little thing
Q20378,alternative metal,R136,What is an example of a alternative metal genre album
Q2602179,Duke Nukem: Zero Hour,P178,who was the developer for duke nukem: zero hour
Q7099231,Oracle Queen,P136,what literary genre is oracle queen
Q582526,Sticky & Sweet Tour,P276,where was sticky & sweet tour held
Q293219,The Hunt for Gollum,P364,what language is spoken throughout the movie called the hunt for gollum
Q7723406,The Climbers,P364,what language is the climbers movie spoken
Q1508621,George William Howlan,P20,where did george william howlan death take place
Q3130,Sydney,R19,what the name of a teen actress born in sydney
Q1072159,Pincehely,P421,in what time zone is pincehely located
Q5247572,Death of a Legend,P136,What genre is the movie death of a legend
Q4833763,"BB King ""Into the Night""",P364,"which languages were spoken in the film bb king \\""into the night\\"""
Q6088,Alessandria,R19,who was born in alessandria
Q2998900,Country Heart,P175,whats the name of the artist that released country heart
Q610015,Antun Gustav Matos,P20,Where dii antun gustav matos die
Q2412673,The Storm Riders,P1040,who adapted the the storm riders film
Q11691365,Marvel Zombies vs The Army of Darkness,P144,What was marvel zombies vs the army of darkness adapted from
Q5151188,Come Monday,P676,who wrote come monday 
Q327826,Imre Brody,P27,what country is imre brody originally a residence of
Q1188856,Aoi Nakamura,P19,what city was aoi nakamura born in
Q178145,gothic metal,R136,What is the name of an artist from the gothic metal genre
Q530949,Kendra Kassebaum,P21,what is kendra kassebaum gender
Q4662127,Aaron Johnson,P19,what state was aaron johnson born in 
Q2921128,Aengus Mac Grianna,P19,what was the birth place of aengus mac grianna
Q5351931,El Principe,P136,what genre of music does el principe fall under
Q3532309,Tork: Prehistoric Punk,P123,which company published tork: prehistoric punk
Q3530809,Tom Morton,P21,What sex is tom morton
Q178423,A Far Off Place,P58,who is the story of a far off place accredited to
Q4353178,Anshur-Za,P136,What style music is the album anshur-za
Q6500930,Laurence Wilson,P413,which football position is laurence wilson charged of 
Q7111198,Our Sunshine,P50,who authored our sunshine
Q4801768,Arturo Meza,P136,what kind of artist is arturo meza 
Q4924895,Blanche d'Alpuget,P27,what country is blanche dalpuget from
Q4735361,Alphonse Girandy,P119,what city did alphonse girandy die
Q29496,leukemia,R509,Who an actor killed by leukemia
Q3567211,Wen Boren,P27,What nation is wen boren from
Q2845317,Pretty Little Devils,P136,how would you describe legacy
Q5505253,Frogger: Ancient Shadow,P404,What type of gameplay does frogger: ancient shadow feature
Q2547158,The Ambushers,P495,in which country was the ambushers filmed
Q134180,Truman Capote,R58,What film story did truman capote contribute to
Q3266853,Jubilee,P136,What is the genre of the album jubilee -method of inheritance-
Q503483,Martin Flavin,R58,what movie was written by martin flavin
Q218589,War Horse,P344,who did the cinematography for the film war horse
Q16993933,Hephaestus,P136,what kind of album is hephaestus
Q11272426,Transfiguration Church Krolevets,R136,what is the name of an action Australian tv show
Q6011829,In the Basement,P175,what artist is on the album in the basement
Q26806,Danny DeVito,R57,danny devito  was the director for what film
Q245817,The Heroic Trio,P136,the heroic trio is what genre of film
Q6701437,Luiz Fernando Carvalho,P27,what is luiz fernando carvalho home country
Q144,dog,R171,what is the lower classification of  dog
Q1198553,relief pitcher,R413,who is a man that plays as a  relief pitcher
Q5334486,Ed Abbaticchio,P413,which baseball position is ed abbaticchio charged of 
Q3134980,Mountain Time Zone,R421,what place is located in the mountain time zone
Q7109636,Otto Huber,P20,where did otto huber die
Q726195,Ashok Mehta,R344,which movie was created by ashok mehta
Q155152,Polydor Records,R264,What is one artist who has recorded under polydor records
Q128147,Kingston upon Hull,R19,who was born in kingston upon hull
Q193023,Capitol Records,R264,which artist records under  capitol records
Q1192264,Joy to the World,P407,what language was joy to the world composed in
Q6831580,Michael Jahn,P21,what is michael jahn gender
Q347111,Genndy Tartakovsky,R170,What a tv show created by genndy tartakovsky
Q78008,Gerhard Fischer,P27,What is the nationality of gerhard fischer
Q606777,maze,R136,What is the name of a maze video game
Q2094420,Stephan Elliott,R57,what is a film directed by stephan elliott
Q5274691,Diego Hernan Morales,P19,which city was diego hernan morales born 
Q2627591,10874 Locatelli,P31,What kind of celestial body is 10874 locatelli
Q218038,RCA Corporation,R264,who is signed with rca
Q2614258,Franjo Kluz,P607,what conflict was franjo kluz involved in 
Q4119548,Zaki Rostom,P21,WHat is zaki rostom gender
Q1673273,Irving Gertz,P19,where in the united states was irving gertz born
Q613727,Hot Milk,P495,what country is hot milk from
Q7804186,Tim Rogers,P136,what genre of music is tim rogers
Q2574551,Skywarp,P21,what is  skywarp gender
Q234403,Robin Hobb,R50,what written work did robin hobb author
Q81672,attempted murder,R509,which politcian cause of death was assassination
Q1273477,E Clay Shaw Jr,P509,what caused e clay shaw jr death
Q5989488,Idols West Africa,P170,who created idols west africa
Q3129102,Heather Tocquigny,P19,which city is heather tocquigny from 
Q46185,bass guitar,R1303,who plays bass guitar
Q1054574,romance film,R136,What is a romance film released in 2005
Q4679896,Adam Thorn,P1303,what instrument does  adam thorn play
Q1680644,James Joseph McCarthy,P106,what is j j mccarthy profession
Q14689647,KFXJ,P1408,what area does kfxj serve
Q3025395,Zegen,P136,What genre is the film zegen
Q3718834,Ed Bradley,P413,What position did ed bradley used to play
Q3293094,Marilyn Hacker,P21,What is the gender of marilyn hacker
Q6187606,Jessie Baker,P136,What genre of music does jessie baker produce
Q4752177,Anatoly Vlasichev,P27,where is anatoliy vlasichev from
Q16114482,Jim Davis,P140,what church does jim davis attend
Q8384,Louis X of France,P53,what is the royal lineage of louis x of france called
Q8070207,Zhang Hongbao,P106,What is zhang hongbao profession
Q7406385,Salvador Breglia,P413,which soccer position does salvador breglia play
Q336286,defender,R413,Name a person who played the defender position in football
Q2667370,EA Tiburon,R178,what game was developed by ea tiburon
Q1085926,Christoph Steegmans,P21,What gender is christoph steegmans
Q988029,Diary of a Chambermaid,P136,What genre is the diary of a chambermaid on netflix
Q1763759,The Fifth Discipline,P136,what kinds of book is the fifth discipline
Q11399,rock music,R136,which rock music album was released in 2005
Q1345778,Sascha Worgetter,P413,sascha worgetter soccer position 
Q232421,Barbara Bel Geddes,R40,who is the parent of barbara bel geddes
Q11651963,Aiko Nagayama,P21,What is the sex of aiko nagayama
Q763080,Greenville,R276,what was document was signed in 1795 in greenville
Q4685403,Adrian Ucchino,P19,Where was adrian ucchino birthed
Q544413,Payo Enriquez de Rivera,P19,Where was payo enriquez de rivera born
Q8371,cello,R1303,whats the name of a cello player
Q679081,3676 Hahn,P196,where would you find the asteroid 3676 hahn 
Q7719330,The Book of the Dead,P136,what type of movie is the book of the dead
Q3062161,The Tale of The Flopsy Bunnies,P156,What is the next in series after the tale of the flopsy bunnies
Q7181775,Phil Chen,P136,What is the genre of music that phil chen falls under
Q6193537,Jim Barker,P27,what is the nationality of jim barker
Q1148376,Matt Beaumont,P27,Which country does matt beaumont have his nationality in
Q506757,Charles Chesnutt,P19,where was charles w chesnutt given brith
Q7359311,Rogers McKee,P21,What is rogers mckee gender
Q869,Thailand,R19,What writer was born in thailand
Q754471,Emmitsburg,P421,what time zone does emmitsburg maryland affiliate with
Q3228026,The Salesman,P136,Which netflix genre is the salesman in
Q47912,lung cancer,R509,who died of lung cancer
Q1927449,Michael Perham,P21,What is the gender of michael perham
Q910100,Harden M McConnell,P27,Where is harden m mcconnell from
Q3865974,Morton Downey,P1303,what is the instrument played by  morton downey
Q1173200,Dave Fleischer,R57,what films has dave fleischer directed
Q934722,Charles Ruggles,P509,how did charles ruggles die
Q6927017,Movin' Wes,P136,what sort of album is movin' wes
Q9759,blues,R136,what are blues albums
Q192239,historical novel,R136,what is a historical novel 
Q366171,Rescue on Fractalus,P123,who is the main publisher of rescue on fractalus
Q1100989,glitch,R136,what artists perform glitch
Q193592,midfielder,R413,who plays midfielder in football
Q7038193,Ninaithale Inikkum,P57,who directed the film ninaithale inikkum
Q4646856,A-1 Headline,P364,What is a language of the film a-1 headline
Q3321431,Zlatko Grgic,P27,What nation is zlatko grgic originally from
Q1761,Dublin,R19,which known professional football player was born in  dublin
Q697963,Ottavio Piccolomini,P21,is ottavio piccolomini male or female
Q233669,Lou Henry Hoover,P20,Where did lou henry hoover die
Q489831,Kevin Smith,R112,What organization was founded by kevin smith
Q2578751,William F Lamb,P800,what building did william f lamb design
Q4761817,Ang Darling Kong Aswang,P136,what genre on netflix is ang darling kong aswang
Q7934362,Virginia Lanier,P27,which nationality is virginia lanier
Q4884263,Bellzlleb,P136,what genre is bellzlleb
Q846224,fighting game,R136,what is a fighting game title
Q722432,Sam Rivers,P1303,what instrument does sam rivers play 
Q1133651,Three Lives and Only One Death,P136,What is the genre of three lives and only one death
Q12638078,Naposletku,P136,What genre of music is na posletku
Q7978347,Weaver,P136,What genre is the book weaver from
Q26339,Jersey City,R19,who was born in jersey city
Q1899964,Mark Britton,P27,what country is mark britton from
Q3461799,Country Knolls,P131,Where is country knolls located
Q130232,drama film,R136,What a drama film directed by lal jose
Q5262733,Dermod O'Brien,P21,What is the gender of dermod o'brien
Q1182831,Yatesville,P131,what is a county of yatesville
Q2033258,Astroline,P136,what kind of music does astroline make
Q7628788,Stunt Rock,P136,What is the main subject in the film titled stunt rock
Q101919,August Muller,P20,what place did august muller die in
Q5171640,Corner the Con Man,P364,which dialect of cantonese is spoken in corner the con man
Q5114248,Chronopolis,P136,What kind of film is chronopolis
Q19822655,Krava na Mjesecu,P364,what language was a cow on the moon filmed in
Q7091480,On the Record with Brit Hume,P136,what type of show is on the record w/ greta van susteren
Q1104158,Coach Carter,P136,what kind of movie is coach carter
Q11003376,Venghai,P364,which language was spoken throughout the film  venghai
Q2216645,Sam Steiger,P19,Where was sam steiger born
Q7282739,Rafter Romance,P364,What language is spoken in rafter romance 
Q2086913,Central Time Zone,R421,what is a location within the north american central time zone
Q1952718,Horntown,P421,what time zone is horntown in
Q1623002,Lenny,P136,what kind of film is lenny
Q338667,Emil Petrovics,P27,What is emil petrovics nationality
Q4958691,Suzanne Khardalian,P27,where is suzanne khardalian from
Q722337,Serge Marquand,P20,Which city was serge marquand in when he died
Q78098,Wilhelm Launhardt,P27,what country is wilhelm launhardt from
Q164646,Born This Way,P136,What type of music is on the born this way album
Q3523571,Bhadriraju Krishnamurti,P20,where was the death place of bhadriraju krishnamurti
Q263454,Clementine Churchill Baroness Spencer-Churchill,P20,Where was clementine churchill when they died
Q3115713,Priyadarshan,R58,who provided the story for the film priyadarshan
Q5213449,Dan Eldon,P27,which nationality does dan eldon belong to
Q42308,Kharkiv,R19,Where was kharkiv born
Q709656,7321 Minervahoyt,P65,where was (7321) 1979 mz2 discovered
Q15844271,Broken Glass Park,P364,what language is scherbenpark filmed in
Q14320,The Day After Tomorrow,P57,who was the director for the day after tomorrow
Q978222,Robert Fraisse,R344,which film did robert fraisse work on
Q5064148,Ceremonial,P136,what genre is the album ceremonial
Q3194919,Kelly Sweet,P136,what kind of music does kelly sweet play
Q7436931,Scott Murawski,P136,what kinds of music is played by scott murawski
Q665979,Reel Big Fish,R175,What an album by reel big fish
Q200002,La Roux,P264,what label is la roux signed to
Q654283,Def Jam Recordings,R264,who is signed with def jam recordings
Q1788701,Jimmy Melia,P19,Where was jimmy melia born
Q67234,Philipp Bertkau,P21,Is the sex of philipp bertkau female or male
Q5606973,Gregory Horror Show,P136,what type of videogame is gregory horror show
Q589953,A Royal Affair,P364,what language is spoken in the movie a royal affair
Q16168665,Sweet Dreams,P136,what type of film is sweet dreams
Q664020,The Go-Between,P57,which joseph directed the go-between
Q6989050,Neil Mitchell,P136,What is the genre of music by neil mitchell
Q193592,midfielder,R413,who plays midfielder for the macclesfield town football team
Q933509,Hiroki Takahashi,P19,Where was hiroki takahashi born
Q434855,Anne-Marie Albiach,P21,What is the gender of anne-marie albiach
Q3222381,The Doctor and the Devils,P495,What country is the doctor and the devils from
Q130232,drama film,R136,What is a title you would see under the netflix genre drama
Q1048902,pitcher,R413,who played pitcher for the philadelphia athletics baseball team 
Q2924908,Brian Griffin,P21,what is brian griffin gender
Q96244,Peter Thomas,P27,Which country is peter thomas from
Q271513,The Fray,P136, the fray is known for making what kind of music
Q5250540,Deepak Tripathi,P106,what is deepak tripathi known for 
Q96184,Max Gulstorff,P106,What is Max Gulstorff profession
Q5286116,Do Me Bad Things,P264,what label is do me bad things signed to
Q1107,anime,R136,What is an example of an anime film
Q539982,Richard Carlson,R57,which 1958 film did richard carlson (actor) directed
Q615768,Claude de Givray,P106,how does claude de givray make a living
Q458712,David Kimche,P509,What kind of tumor killed david kimche
Q1266693,Fluke,P136,what is the genre of fluke (film)
Q4312193,Eduard Nazarov,P27,what is eduard nazarov country of nationality
Q1214836,Le Million,P364,what language is le million filmed in
Q4898200,Betrayal,P364,What language is spoken in betrayal
Q15304730,McBusted,P136,What kind of music does mcbusted make
Q130232,drama film,R136,what is a drama film
Q2463775,Dedekind sum,P138,who was dedekind sum named after
Q1158135,The Godfather - Original Soundtrack Recording,P136,what kind of musical album was the godfather
Q5883514,Holmes-Shannon House,P149,what style of home is the holmes-shannon house
Q7301487,Reason to Believe,P407,In what language is the composition reason to believe written
Q1508533,Wild Target,P57,who directed wild target
Q2086913,Central Time Zone,R421,what location is in the north american central time zone
Q6218473,John Alcindor,P19,where was john alcindor born
Q239318,Nathan Petrelli,P21,what is nathan petrelli gender
Q234693,Bonnie Raitt,P136,what genre is bonnie raitt
Q318222,Abebe Aregai,P19,where in africa was abebe aregai born
Q402913,Bengali people,R172,who is of bengali descent
Q83440,country music,R136,what is an example of a country album
Q14835086,Annelie,P136,what types of movie is annelie
Q5403066,Ethel Anderson,P21,What gender is ethel anderson
Q6895044,multiplayer video game,R404,what is a multiplayer game released in 2008
Q130232,drama film,R136,what is a drama television show
Q3429290,Rhapsody Originals,P136,what type of music is rhapsody originals
Q2611379,22998 Waltimyer,P31,what category is 22998 waltimyer in 
Q1186461,Demon Pond,P495,what country does the movie demon pond take place in
Q2376275,Eric Wright,P413,which position does eric wright play
Q5306404,Dream Match Tennis,P404,what gameplay mode is dream match tennis
Q4219759,Kesang Choden Wangchuck,R40,Who was kesang choden wangchuck father
Q2818330,7 Khoon Maaf,P58,who wrote the film 7 khoon maaf
Q5950550,Hutch,P264,Which label is hutch on
Q316930,dance music,R136,who was an artist for the genre dance music 
Q1363683,Paul Horn,P19,which US city was paul horn born in 
Q4986778,Buju and Friends,P136,What genre of music does buju and friends make
Q176483,Gothic architecture,R149,What is an example of gothic architecture
Q6301535,Juanita Bynum,P106,what does juanita bynum do for a living
Q1865430,Vixen,R175,What is an album made by vixen
Q16019635,Peter Austin,P27,What is Peter Austin nationality
Q19367312,crime thriller,R136,Name a crime thriller
Q6378109,Katsuji Miyazaki,P40,Who is katsuji miyazaki child
Q85703,Adolf Maislinger,P21,What is adolf maislinger gender
Q439669,Joseph E Johnston,P607,what battle did joseph e johnston participate in
Q1996567,Nora Krug,P19,Where was nora krug born
Q2088423,51825 Davidbrown,P31,What kind of space object is 51825 davidbrown
Q3814412,Kelly Schumacher,P21,What is the gender of kelly schumacher
Q765068,Psapp,P136,what types of music is played by psapp
Q104604,Wilhelm Bendow,P19,what was wilhelm bendow place of birth
Q231942,Natalie Cole,P264,Which label is natalie cole signed to
Q6654366,Live Live Live,P175,live live live is by who
Q7581733,Spyder,P170,who created the character named  spyder
Q773516,Hesperia,P131,which county is hesperia in
Q374286,Q374286,R58,To what film story did james wan contribute
Q2066520,William Nicholson,P27,Which country was william nicholson born in
Q4859491,Barbary Coast Bunny,P136,What is the genre of the film barbary coast bunny
Q5582418,GoodWill & MGI,P264,What label is mgi affiliated with
Q216344,Arlington National Cemetery,R119,Who is interred at the arlington national cemetary
Q371616,Robin Mark,P136,What type of music does robin mark create
Q1514970,Proxima Estacion: Esperanza,P136,what kind of music is played at proxima estacion: esperanza
Q7308675,Reginald Ellingworth,P21,which gender is reginald ellingworth
Q6278916,Jorkens Remembers Africa,P364,The book jorkens remembers africa was originally written in what language
Q360484,Adolescents,R175,Name an album written by the adolescents
Q12118170,Escape from Hell,P495,where was escape from hell made
Q2522160,Victor A Gangelin,P20,what was the place of death of victor a gangelin
Q262199,Margit Sandemo,R50,what book is by margit sandemo
Q1704657,Uros Tripkovic,P413,What position does uros tripkovic play
Q5246338,Jonathan Bates,P20,which city did jonathan bates pass away in
Q1650296,instrumental rock,R136,who is a japanese composer famous for instrumental rock
Q242482,Alexis Smith,P27,What is the nationality of alexis smith
Q7314362,Repton,P136,What kind of game is repton
Q7548020,Snoopy Flying Ace,P178,who developed the videogame snoopy flying ace
Q3259276,Loose Screw,P136,What genre is loose screw
Q6932793,Muhammad Younis Butt,P19,what is the place of birth of muhammad younis butt 
Q7335957,Rise of the Kasai,P136,What is the cvg genre of rise of the kasai
Q1341851,The Little Orphan,P162,who produced  the little orphan
Q250954,Beloved,P364,What language is used in beloved (film)
Q33999,actor,R106,Name an actor
Q11399,rock music,R136,What is the name of a rock music album
Q3481749,Sheila E,P136,what kind of music is on sheila e
Q189588,stomach cancer,R509,which czech actress died from stomach cancer
Q212715,DragonForce,P136,what style of music does dragonforce play
Q471507,Vitalijs Maksimenko,P413,What is vitalijs maksimenko position
Q3713990,Donne e briganti,P136,what style was donne e briganti filmed in
Q484344,progressive metal,R136,Name an artist in the progressive metal genre
Q1026817,California Guitar Trio,P136,what kind of music genre is california guitar trio
Q186466,Almaty Region,P17,Which country is the almaty province located in
Q2066992,The Italian Job,P404,what is the gameplay mode is the italian job
Q428755,Steven Erikson,R50,What is a work written by steven erikson
Q177220,singer,R106,Name a singer
Q110018,Gunter Baumann,P106,What is the profession of gunter baumann
Q63949,Firat Arslan,P19,Where was firat arslan birthed
Q117714,Anambra State,R19,what female was born in anambra state
Q7753075,The Naming of the Dead,P136,What genre of book is the naming of the dead
Q752787,STS-126,P1029,Which astronaut was apart of the sts-126 space mission
Q1136080,Jonestown,P421,in which time zone is jonestown located
Q6829584,Michael Curley,P27,what is michael curley nationality
Q6217570,John A Bryant,P27,what is john a bryant nationality 
Q847142,Pacific Time Zone,R421,What is the name of a location in the pacific time zone
Q5433113,Family Feud,P136,What kind of show is family feud
Q4356323,Roshana Hosseini,P136,What genre is roshana hosseini famous for
Q23443,Provo,R19,Who is a famous novelist from provo utah 
Q655021,10955 Harig,P31,what kind of celestial body is 10955 harig
Q6732403,Magpakailanman,P364,which asian language is magpakailanman spoken in
Q4145841,mixture rock,R136,who performs fusion (music)
Q5905906,Rick Kemp,P1303,what instrument does rick kemp play
Q5259749,Denver Mukamba,P413,What position does footballer denver mukamba play
Q277457,9 Songs,P58,Who wrote the film 9 songs
Q193338,Danny Elfman,R86,What movie did danny elfman provide music for
Q525,Sun,P398,Name a main-belt minor planet that orbits the sun
Q4906314,Big Sha,P264,what label does the artist  mishoshamara record under
Q721925,Eugene Goossens,P19,what is the place of birth of eugene goossens fils
Q7377873,Rufa Mae Quinto,R162,What a movie that credits rufa mae quinto as a producer
Q4870478,Battle of Bhangani,P276,Where did the battle of bhangani take place
Q838342,Rubber Johnny,P162,what film was produced by rubber johnny
Q2851751,Anniyan,P136,what type of film is the anniyan
Q525,Sun,P398,what orbits the sun
Q158886,Nuclear Blast,R264,what artist is featured on record label nuclear blast
Q3987089,The Flood,P136,what type of music is the album the flood
Q152265,Mohammed Zahir Shah,R40,Who is a parent of mohammed zahir shah
Q849693,Madre de Dios River,P17,What country does the madre de dios river run through
Q17028770,Revolt of the Barbarians,P495,which countries did revolt of the barbarians premiere in
Q532006,Les Vacances de Monsieur Hulot,P58,who is the author of monsieur hulots holiday
Q5387778,Eric Winston,P21,which gender is 
Q13737321,Jim Kjelgaard,P20,where did jim kjelgaard die
Q130232,drama film,R136,what film is considered to be a drama
Q273177,Dorothy Kilgallen,P19,Where was dorothy kilgallen born
Q4892812,Bernadette Seacrest,P136,what type of music  does bernadette seacrest sing
Q5340680,Eduardo Manzano,P106,what is eduardo manzano profession
Q7050,Weinheim,R19,who was born in weinheim
Q1138216,Dance of the Dead,P495,what country made the movie  dance of the dead
Q6218574,John Alexander Fraser,P21,what is john alexander frasers gender
Q2577703,Wild Is the Wind,P676,Who was the lyricist on the song wild is the wind
Q19842222,Q19842222,R136,Name a crime fiction film 
Q217096,Naruhito,P1303,What instrument does naruhito crown prince of japan know how to play
Q28389,screenwriter,R106,who is an example of a male screenwriter
Q703857,Three Kingdoms: Resurrection of the Dragon,P495,What country was three kingdoms: resurrection of the dragon based on
Q692122,Serkan Sahin,P413,What position does serkan Sahin play
Q7559590,Somebody in the Snow,P175,who is the singer in the somebody in the snow album
Q10313519,K-Klass,P136,what music genre is k-klass 
Q208850,single-player video game,R404,what is a single-player game
Q183862,metalcore,R136,What is an album from the metalcore genre
Q1279265,Ella Sings Gershwin,P136,what genre is the album ella sings gershwin
Q7421648,Q7421648,R175,Name an album that sara groves released
Q7271481,Quest for Zhu,P495,Which nation filmed quest for zhu
Q951235,Michel Talagrand,P21,what is michel talagrand gender 
Q2841428,Amazing Island,P136,what types of gmae is amazing island
Q49085,African Americans,R172,Name a african american
Q979462,Carry On at Your Convenience,P136,Name the genre of the film carry on at your convenience
Q2297702,Harvest Moon: A Wonderful Life,P123,Who published harvest moon: a wonderful life
Q7864539,UFO Abduction,P364,what language is engaged in the film ufo abduction
Q597239,Reds,P364,What language is the film Reds in
Q698535,Wiener Boerse AG,P112,Who created the vienna stock exchange
Q200092,horror film,R136,what is an example of a 2006 horror film
Q8004056,William A Spinks,P21,what is the gender of http://wwwscrabblefindercom/contains/ae/
Q2846888,Andriy Semenov,P19,Where was andriy semenov born
Q753039,No Limits,P136,of which genre can no limits be found under
Q3120808,Gun-Nac,P178,Who developed the game gun-nac
Q7371867,Rowdy Rathore,P136,what kind of movie is rowdy rathore
Q7843073,Trio,P364,What language is the film trio in
Q303207,Ricky Nelson,P136,What kind of music does ricky nelson record
Q7403109,Sakthi Chidambaram,P19,where was sakthi chidambaram born
Q4990951,Joyce Ziske,P27,of what nationality is joyce ziske
Q5191424,Crystalis,P136,What type of video game is crystalis
Q127332,Charlotte Bronte,R58,what film was charlotte bronte the writer for
Q103949,Buster Keaton,R58,What film did buster keaton write
Q462155,The Vengeance of Fu Manchu,P364,what language was the vengeance of fu manchu filmed in
Q375652,Wyandotte County,R131,Which hud county town is apart of wyandotte county
Q5280964,Dirtnap Records,R264,which musician recorded dirtnap records
Q8573,Sun Yat-sen,R112,what is the name of the organization founded by sun yat-sen
Q328518,Armenia,R19,which famous person was born in armenia
Q2564927,Alain Gouamene,P413,What position did alain gouamene used to play
Q4299,Coheed and Cambria,P136,What is the genre of music that is made by coheed and cambria
Q5919532,Howard E Scott,P136,What sort of music is howard e scott known for
Q11351770,World Tour 1980,P136,what genre of music does the album world tour 1980 belong to
Q6473748,Laid Back,P175,who is the artist of the album laid back
Q986576,Man in Charge,P495,where in china is man in charge from
Q127548,Dweezil Zappa,R175,what are albums by dweezil zappa
Q4859063,Barbara Knox,P19,where was barbara knox born
Q782533,Beneath the Valley of the Ultra-Vixens,P344,who was in beneath the valley of the ultra-vixens
Q931826,Petter Adolf Karsten,P20,where did petter adolf karsten die
Q1394350,Karla Sofen,P170,Who created the fictional character moonstone
Q668,India,R136,what is the title of an india genre
Q36180,writer,R106,who is a professional writer
Q4544428,(90710) 1990 TF6,P31,what category is (90710) 1990 tf6 in
Q1277824,Roland Gerber,P413,what football position is roland gerber
Q7717151,The Best of Nik Kershaw,P136,What genre of music is the album the best of nik kershaw in
Q258981,Lugoj,R276,whats an event that occurred in  lugoj
Q152857,Downfall,P58,who created the story for the movie downfall (film)
Q295964,Jon Favreau,R58,which film was  jon favreau the writer of
Q817485,Benjamin Franklin Bridge,P276,Where is benjamin franklin bridge located
Q3734395,Eugenio Maria de Hostos Duarte,P17,In which country is the eugenio maria de hostos duarte located
Q18419,Brooklyn,R19,who was born in brooklyn
Q4039001,Strangers with Candy,P58,who wrote strangers with candy 
Q5641671,1/2 Gentlemen/Not Beasts,P136,what is the genre of the album half gentlemen/not beasts
Q700682,Battle of the Bulge,P136,What genre of netflix films does battle of the bulge (film) fall in
Q997481,bubblegum music,R136,Which artist are considered bubblegum pop
Q3835424,Pittsburgh Civic Arena,P136,what type of genre was live in pittsburgh 1970
Q5518625,Galileo Academy of Science and Technology,P138,who is galileo academy of science and technology named after
Q689024,Bode,P403,Where is the mouth of thebode river
Q135794,Z-Ro,P264,which record label is z-ro signed with
Q1640319,experimental music,R136,What an example of a experimental music artist
Q1048902,pitcher,R413,who is a pitcher
Q4704371,Al Mancini,P27,what nation is al mancini a citizen of
Q7284561,Rainbow,P136,which music genre is rainbow 
Q5562892,Gina Li,P27,what is the nationality of gina li
Q1658943,King Lear,P364,in what language is the film king lear
Q2506085,Coti,P19,Where was coti sorokin born
Q1054574,romance film,R136,What is an example of a romance film
Q1637394,The Dogs of Riga,P50,who is the author of the dogs of riga
Q63228,Nora Tschirner,P21,what genre is nora tschirner
Q6581072,female,R21,who is a female character in the bold and the beautiful
Q850412,contemporary R&B,R136,Who is a contemporary r&b British singer-songwriter
Q6820704,Merton,R19,Name someone who was born in merton (historic parish)
Q479038,Piccadilly,P136,what kind of film is piccadilly
Q5291655,Don't Go Near the Water,P364,which language was don't go near the water originally written in
Q2907867,Bob Weston,P19,where was bob weston born
Q5216040,Danger on Vampire Trail,P364,what language is danger on vampire trail originally in
Q4733939,Almost Brothers,P495,What country is almost brothers from
Q1944964,Punk Goes Pop 3,P136,what kind of music is on punk goes pop 3
Q34091,Mae Jemison,P27,Where is mae jemison from
Q5500605,Freedom Radio,P136,what sort of film is freedom radio
Q168383,Universal Pictures,R272,which ben stiller film did universal studios produce
Q842324,indie pop,R136,what is a musician that plays indie pop
Q1048902,pitcher,R413,who was a Major League Baseball pitcher
Q6135824,James Heathman,P106,What was james heathman profession
Q226730,silent film,R136,what is the title of a 1920 silent film western film 
Q3759423,Gene Kan,P27,what is the nationality of gene kan
Q7733025,The Face at the Window,P495,what country is the face at the window from
Q509002,August Derleth,R50,which book did august derleth write
Q130232,drama film,R136,which title is considered to be a netflix drama
Q6015506,Incubus Dreams,P136,is incubus dreams a fiction or nonfiction book
Q121157,Mashhad,R19,Who is someone who was born in mashhad
Q7503008,Show Me the Money,P136,what is show me the money about
Q157443,comedy film,R136,which 1992 film is titled under comedies in netflix
Q4203097,Leslie Irvin,P21,is leslie irvin male or female
Q338786,Billy Cobham,P264,what record label is billy cobham signed to
Q15053081,Essex Chanel,P136,what genre of music does essex chanel fall under
Q2856353,A Place to Live,P364,what is spoken in a place to live
Q712610,SilverHawks,P136,what kind of tv show is silverhawks 
Q51654,Second Crusade,P710,Where did the second crusade take place
Q2616094,Corinna Harney,P19,where was corinna harney place of birth
Q231479,Ai Otsuka,P136,what genre of music is ai otsuka
Q876336,Frank Heinemann,P19,where was frank heinemann born
Q11701393,Greg Combet,P27,which nation does greg combet belong to
Q184366,Thomas Henry Huxley,P737,Who was thomas henry huxley influenced by
Q170539,parody,R136,What a parody movie
Q678653,Armando Nannuzzi,R344,Which film does armando nannuzzi do the cinematography for
Q4182083,Yellow Pages,P495,in what country was going undercover filmed
Q4669780,Absolute Justice,P58,who wrote absolute justice
Q6607,guitar,R1303,who knows how to play the guitar
Q7729863,The Detective Stratagem,P136,What type of film is the detectives stratagem
Q10922,hardcore punk,R136,which musician plays hardcore punk
Q656,Saint Petersburg,R19,which actress was born in saint petersburg
Q377140,Rob Guest,P509,what was rob guest cause of death
